genre,age,zone,secteur,informel,personnes_a_charge,anciennete_activite_mois,chiffre_affaires,charges_activite,revenu_activite,flux_tresorerie_net,charges_perso,montant_demande,duree_mois,mensualite,taux_endettement,couverture_cashflow,epargne_mensuelle,regularite_epargne,participe_tontine,regularite_tontine,a_historique,nb_credits_anterieurs,nb_retards,deja_impaye,a_caution,capacite_caution,score_reputation,type_probleme,defaut
M,45,rural,commerce_detail,0,1,8,1197000,995000,202000,154000,37000,611000,18,40100,0.199,3.84,28000,0.323,1,0.3,1,3,0,0,0,0,0.421,retards,1
F,48,urbain,quincaillerie_materiaux,0,0,17,238000,220000,18000,19000,20000,162000,12,15900,0.883,1.195,0,0.193,1,0.304,0,0,0,0,1,0.389,0.626,impaye,1
F,32,urbain,commerce_detail,1,4,19,641000,536000,105000,97000,94000,704000,12,69200,0.659,1.402,10000,0.385,0,0,0,0,0,0,1,0.561,0.692,impaye,1
F,62,urbain,services,1,5,35,598000,238000,360000,375000,101000,544000,12,53500,0.149,7.009,64000,0.399,1,0.618,1,5,1,0,1,0.467,0.784,aucun,0
M,40,rural,artisanat,0,7,36,289000,162000,127000,107000,131000,290000,12,28500,0.224,3.754,6000,0.852,0,0,0,0,0,0,1,0.414,0.442,aucun,0
M,20,rural,vente_vivres,0,3,30,1080000,966000,114000,104000,91000,436000,9,57200,0.502,1.818,1000,0.516,1,0.92,0,0,0,0,0,0,0.674,aucun,0
F,41,rural,commerce_detail,0,3,46,309000,256000,53000,40000,33000,150000,12,14800,0.279,2.703,5000,0.968,1,0.515,1,3,3,0,1,0.859,0.694,aucun,0
M,32,urbain,quincaillerie_materiaux,1,2,49,199000,163000,36000,35000,27000,150000,12,14800,0.411,2.365,2000,0.598,0,0,0,0,0,0,1,0.547,0.883,retards,1
M,48,urbain,vente_vivres,0,4,32,151000,130000,21000,17000,20000,150000,12,14800,0.705,1.149,3000,0.184,0,0,0,0,0,0,0,0,0.738,aucun,0
M,43,rural,services,1,4,53,2560000,863000,1697000,1489000,74000,896000,12,88100,0.052,16.901,288000,0.47,1,0.494,0,0,0,0,0,0,0.983,aucun,0
F,33,urbain,vente_vivres,1,3,29,387000,315000,72000,68000,45000,159000,6,31300,0.435,2.172,6000,0.624,1,0.501,1,0,0,0,0,0,0.756,aucun,0
F,52,rural,artisanat,1,2,41,394000,238000,156000,121000,71000,158000,12,15500,0.099,7.806,22000,0.623,1,0.443,1,3,2,0,1,0.508,0.883,aucun,0
M,46,urbain,commerce_detail,1,1,9,249000,220000,29000,29000,20000,213000,12,20900,0.721,1.387,4000,0.574,0,0,1,0,2,0,1,0.519,0.759,retards,1
F,31,rural,commerce_detail,1,1,32,1910000,1689000,221000,219000,41000,2025000,12,199100,0.901,1.1,27000,0.19,1,0.585,1,1,3,0,0,0,0.747,retards,1
M,37,urbain,commerce_detail,0,2,54,185000,153000,32000,29000,27000,150000,12,14800,0.462,1.959,0,0.951,0,0,0,0,0,0,1,0.286,0.596,aucun,0
M,43,rural,commerce_detail,1,4,9,215000,178000,37000,34000,32000,150000,12,14800,0.4,2.297,5000,0.388,0,0,1,3,1,0,1,0.226,0.755,aucun,0
F,35,urbain,commerce_detail,0,9,35,454000,401000,53000,41000,49000,241000,12,23700,0.447,1.73,7000,0.782,1,0.871,1,3,1,0,1,0.102,0.724,aucun,0
M,35,urbain,services,0,0,19,586000,263000,323000,286000,30000,464000,12,45600,0.141,6.272,4000,0.892,1,0.524,1,1,0,0,1,0.552,0.662,aucun,0
M,38,urbain,commerce_detail,0,1,39,1045000,822000,223000,224000,40000,589000,18,38600,0.173,5.803,36000,0.281,0,0,0,0,0,0,1,0.789,0.593,aucun,0
M,28,urbain,commerce_detail,1,3,30,336000,265000,71000,55000,52000,164000,12,16100,0.227,3.416,6000,0.438,0,0,1,0,0,1,0,0,0.755,aucun,0
F,20,rural,commerce_detail,0,4,41,2219000,1745000,474000,496000,92000,772000,18,50600,0.107,9.802,66000,0.422,1,0.614,0,0,0,0,1,0.543,0.768,aucun,0
M,40,rural,commerce_detail,1,5,22,338000,282000,56000,50000,47000,216000,12,21200,0.379,2.358,7000,0.71,1,0.529,0,0,0,0,1,0.593,0.423,aucun,0
F,20,rural,artisanat,1,4,31,3292000,2075000,1217000,917000,87000,922000,9,120900,0.099,7.585,175000,0.832,1,0.769,1,1,1,0,0,0,0.974,aucun,0
M,29,rural,agriculture,0,5,18,234000,134000,100000,85000,86000,183000,12,18000,0.18,4.722,0,0.905,1,0.618,1,1,1,0,0,0,0.782,aucun,0
M,22,rural,commerce_detail,0,5,26,309000,267000,42000,38000,25000,294000,12,28900,0.688,1.315,5000,0.602,1,0.396,0,0,0,0,0,0,0.528,aucun,0
M,23,urbain,services,0,4,37,7303000,1773000,5530000,5738000,90000,7838000,12,770700,0.139,7.445,316000,0.838,1,0.203,1,1,1,0,1,0.623,0.662,aucun,0
F,42,rural,services,0,4,13,1131000,236000,895000,861000,77000,593000,12,58300,0.065,14.768,61000,0.559,0,0,0,0,0,0,1,0.178,0.548,aucun,0
F,36,urbain,agriculture,0,2,32,255000,175000,80000,74000,63000,243000,12,23900,0.299,3.096,2000,0.777,1,0.774,1,4,1,0,0,0,0.762,aucun,0
F,36,rural,vente_vivres,1,6,16,533000,464000,69000,72000,45000,363000,12,35700,0.517,2.017,7000,0.564,0,0,1,2,0,0,1,0.411,0.946,aucun,0
F,26,urbain,commerce_detail,0,3,29,249000,203000,46000,39000,36000,150000,12,14800,0.322,2.635,6000,0.702,1,0.479,0,0,0,0,1,0.72,0.966,aucun,0
F,32,rural,vente_vivres,0,2,15,220000,185000,35000,30000,31000,150000,9,19700,0.563,1.523,2000,0.565,0,0,0,0,0,0,1,0.378,0.61,retards,1
M,41,urbain,artisanat,0,1,93,1530000,813000,717000,703000,21000,964000,12,94800,0.132,7.416,20000,0.474,0,0,0,0,0,0,1,0.818,0.92,aucun,0
F,38,urbain,services,0,4,54,2332000,1008000,1324000,1229000,80000,2302000,12,226400,0.171,5.428,227000,0.615,1,0.876,1,3,2,0,0,0,0.761,aucun,0
M,45,urbain,vente_vivres,0,1,30,1756000,1587000,169000,138000,48000,1853000,12,182200,1.078,0.757,7000,0.652,0,0,1,4,2,0,1,0.472,0.698,impaye,1
M,47,urbain,commerce_detail,1,3,70,4495000,3791000,704000,687000,58000,2889000,9,378800,0.538,1.814,42000,0.567,0,0,1,4,0,0,0,0,0.964,aucun,0
F,36,urbain,services,1,4,23,192000,85000,107000,89000,71000,174000,18,11400,0.107,7.806,17000,0.796,0,0,1,1,0,0,1,0.658,0.305,aucun,0
M,21,urbain,artisanat,1,2,62,3209000,1873000,1336000,1226000,36000,1383000,18,90700,0.068,13.517,101000,0.587,0,0,1,6,0,0,1,0.661,0.714,aucun,0
M,31,urbain,vente_vivres,0,4,42,481000,391000,90000,91000,76000,424000,6,83400,0.927,1.091,5000,0.432,1,0.909,1,4,3,1,1,0.061,0.989,impaye,1
F,37,urbain,services,1,2,23,186000,60000,126000,105000,43000,150000,18,9800,0.078,10.713,2000,0.438,1,0.783,0,0,0,0,1,0.341,0.41,aucun,0
F,31,urbain,vente_vivres,1,1,46,1498000,1359000,139000,136000,53000,907000,18,59500,0.428,2.286,20000,0.071,1,0.37,0,0,0,0,1,0.568,0.927,aucun,0
M,29,rural,vente_vivres,1,4,55,632000,556000,76000,77000,60000,571000,12,56100,0.738,1.373,10000,0.294,0,0,0,0,0,0,0,0,0.978,aucun,0
M,39,urbain,vente_vivres,0,4,33,969000,886000,83000,70000,77000,544000,24,26700,0.322,2.622,4000,0.395,0,0,1,1,1,0,1,0.6,0.989,aucun,0
M,60,urbain,services,0,2,52,89000,30000,59000,48000,43000,150000,12,14800,0.251,3.243,6000,0.888,0,0,0,0,0,0,0,0,0.785,aucun,0
M,34,urbain,agriculture,0,2,49,453000,344000,109000,110000,46000,487000,12,47900,0.439,2.296,1000,0.36,0,0,1,1,2,0,1,0.434,0.551,aucun,0
M,38,urbain,vente_vivres,1,3,39,1338000,1193000,145000,129000,74000,674000,12,66300,0.457,1.946,6000,0.419,1,0.933,1,4,0,0,0,0,0.861,aucun,0
F,26,urbain,vente_vivres,1,3,15,347000,312000,35000,30000,23000,150000,9,19700,0.563,1.523,5000,0.586,1,0.806,0,0,0,0,0,0,0.787,aucun,0
M,49,rural,vente_vivres,0,0,39,1706000,1568000,138000,104000,24000,1018000,12,100100,0.725,1.039,24000,0.594,1,0.533,0,0,0,0,0,0,0.688,aucun,0
F,46,urbain,commerce_detail,1,3,8,195000,159000,36000,29000,30000,164000,12,16100,0.447,1.801,5000,0.63,1,0.53,0,0,0,0,0,0,0.866,aucun,0
M,45,urbain,commerce_detail,0,2,32,543000,464000,79000,71000,52000,313000,6,61600,0.78,1.153,10000,0.926,0,0,0,0,0,0,1,0.384,0.841,aucun,0
F,50,urbain,commerce_detail,0,1,45,51374000,41653000,9721000,9708000,27000,52173000,12,5130300,0.528,1.892,1168000,0.662,0,0,1,2,1,0,0,0,0.484,aucun,0
F,34,urbain,vente_vivres,1,3,19,225000,203000,22000,20000,20000,150000,12,14800,0.673,1.351,0,0.394,0,0,1,0,1,0,1,0.6,0.912,aucun,0
M,35,urbain,commerce_detail,0,1,52,752000,639000,113000,94000,31000,558000,12,54900,0.486,1.712,11000,0.859,1,0.97,0,0,0,0,1,0.867,0.539,aucun,0
F,53,rural,vente_vivres,1,2,25,982000,806000,176000,181000,51000,335000,12,32900,0.187,5.501,21000,0.444,0,0,1,3,0,0,0,0,0.662,aucun,0
M,44,urbain,services,0,3,19,645000,197000,448000,386000,73000,226000,12,22200,0.05,17.387,62000,0.545,0,0,1,1,1,0,1,0.345,0.905,aucun,0
F,20,rural,commerce_detail,1,0,48,483000,387000,96000,77000,30000,201000,12,19800,0.206,3.889,12000,0.752,0,0,1,1,1,0,1,0.683,0.886,aucun,0
M,42,urbain,quincaillerie_materiaux,0,2,71,284000,247000,37000,38000,29000,150000,12,14800,0.4,2.567,2000,0.83,1,0.433,1,0,0,1,1,0.234,0.461,aucun,0
M,33,urbain,artisanat,1,1,36,706000,330000,376000,327000,30000,572000,12,56200,0.149,5.818,39000,0.894,1,0.543,1,0,0,0,1,0.803,0.964,aucun,0
F,46,urbain,quincaillerie_materiaux,0,1,69,547000,507000,40000,36000,36000,531000,12,52200,1.305,0.69,6000,0.068,1,0.87,0,0,0,0,1,0.779,0.812,aucun,0
M,42,urbain,commerce_detail,1,4,23,176000,150000,26000,26000,78000,173000,12,17000,0.654,1.529,2000,0.619,1,0.928,1,1,1,0,1,0.43,0.964,aucun,0
F,22,urbain,vente_vivres,1,3,21,1521000,1398000,123000,103000,92000,1193000,12,117300,0.954,0.878,9000,0.513,0,0,1,2,1,0,1,0.497,0.86,aucun,0
M,40,rural,quincaillerie_materiaux,0,0,59,276000,232000,44000,40000,28000,164000,12,16100,0.366,2.484,1000,0.252,0,0,0,0,0,0,1,0.459,0.874,aucun,0
M,40,rural,vente_vivres,1,6,45,180000,152000,28000,28000,20000,150000,12,14800,0.529,1.892,3000,0.195,0,0,0,0,0,0,1,0.683,0.744,aucun,0
M,41,urbain,commerce_detail,0,3,16,360000,321000,39000,32000,23000,180000,24,8800,0.226,3.636,5000,0.943,1,0.848,1,1,2,0,0,0,0.626,aucun,0
F,43,urbain,vente_vivres,1,1,75,280000,247000,33000,34000,22000,178000,12,17500,0.53,1.943,2000,0.444,1,0.901,1,3,1,0,0,0,0.611,aucun,0
F,51,rural,quincaillerie_materiaux,1,3,32,479000,396000,83000,67000,51000,376000,12,37000,0.446,1.811,11000,0.249,1,0.742,1,3,3,0,1,0.605,0.953,aucun,0
M,42,urbain,commerce_detail,1,3,34,208000,184000,24000,24000,20000,150000,12,14800,0.617,1.622,4000,0.683,1,0.664,1,0,0,0,1,0.599,0.709,aucun,0
M,38,urbain,quincaillerie_materiaux,1,2,81,874000,735000,139000,121000,73000,784000,12,77100,0.555,1.569,5000,0.051,1,0.783,1,7,2,0,1,0.374,0.835,aucun,0
F,48,rural,commerce_detail,0,5,70,37118000,30118000,7000000,6401000,109000,13328000,18,873700,0.125,7.326,783000,0.344,0,0,1,3,0,0,1,0.825,0.737,aucun,0
F,58,urbain,commerce_detail,0,4,67,653000,567000,86000,79000,70000,226000,12,22200,0.258,3.558,5000,0.593,0,0,1,4,1,0,1,0.471,0.35,aucun,0
F,46,urbain,services,0,3,23,175000,66000,109000,88000,90000,191000,12,18800,0.172,4.681,5000,0.594,0,0,0,0,0,0,1,0.508,0.479,aucun,0
M,40,urbain,commerce_detail,0,0,39,275000,236000,39000,31000,24000,150000,18,9800,0.251,3.163,4000,0.783,1,0.955,0,0,0,0,1,0.495,0.906,aucun,0
F,42,rural,quincaillerie_materiaux,0,2,44,721000,592000,129000,124000,47000,776000,12,76300,0.591,1.625,9000,0.432,0,0,0,0,0,0,1,0.81,0.763,aucun,0
F,40,urbain,vente_vivres,0,4,20,112000,93000,19000,19000,87000,150000,12,14800,0.779,1.284,2000,0.502,1,0.88,0,0,0,0,0,0,0.833,aucun,0
M,38,rural,commerce_detail,1,3,16,209000,172000,37000,29000,23000,150000,12,14800,0.4,1.959,4000,0.411,1,0.856,0,0,0,0,0,0,0.737,aucun,0
F,57,urbain,artisanat,1,5,31,2983000,1617000,1366000,1332000,95000,2033000,12,199900,0.146,6.663,101000,0.741,1,0.685,1,8,0,0,1,0.18,0.911,aucun,0
M,31,urbain,vente_vivres,0,3,52,659000,533000,126000,107000,75000,275000,18,18000,0.143,5.944,0,0.584,1,0.622,0,0,0,0,1,0.81,0.853,aucun,0
F,48,urbain,commerce_detail,0,3,9,3752000,3231000,521000,484000,53000,3807000,12,374400,0.719,1.293,86000,0.755,1,0.785,0,0,0,0,0,0,0.719,aucun,0
M,37,rural,artisanat,1,1,35,204000,134000,70000,64000,60000,150000,9,19700,0.281,3.249,12000,0.8,0,0,1,2,0,0,1,0.406,0.789,aucun,0
M,25,urbain,services,0,9,17,1195000,535000,660000,642000,162000,747000,12,73500,0.111,8.735,33000,0.243,0,0,0,0,0,0,1,0.448,0.441,aucun,0
M,36,rural,services,1,3,55,370000,148000,222000,203000,54000,215000,12,21100,0.095,9.62,34000,0.561,0,0,0,0,0,0,1,0.264,0.465,aucun,0
F,33,urbain,commerce_detail,1,1,40,194000,156000,38000,30000,23000,150000,12,14800,0.389,2.027,6000,0.572,0,0,0,0,0,0,0,0,0.586,aucun,0
F,43,urbain,commerce_detail,0,5,17,2257000,1899000,358000,298000,104000,1760000,12,173100,0.484,1.722,14000,0.509,1,0.802,1,2,1,0,1,0.508,0.712,aucun,0
M,39,urbain,quincaillerie_materiaux,0,5,55,3745000,3448000,297000,258000,115000,1428000,12,140400,0.473,1.838,26000,0.852,1,0.883,0,0,0,0,1,0.796,0.872,aucun,0
F,29,urbain,commerce_detail,0,3,40,848000,668000,180000,166000,89000,673000,9,88200,0.49,1.882,3000,0.399,1,0.537,1,5,3,0,1,0.655,0.946,aucun,0
F,51,urbain,commerce_detail,0,3,30,813000,656000,157000,126000,91000,480000,12,47200,0.301,2.669,13000,0.377,1,0.427,0,0,0,0,1,0.342,0.858,aucun,0
F,48,rural,services,1,4,94,630000,168000,462000,393000,83000,614000,12,60400,0.131,6.507,26000,0.518,0,0,0,0,0,0,0,0,0.636,aucun,0
M,52,rural,commerce_detail,0,2,31,526000,449000,77000,59000,52000,364000,12,35800,0.465,1.648,2000,0.326,1,0.522,1,0,1,0,1,0.506,0.412,aucun,0
M,40,rural,commerce_detail,0,7,25,797000,713000,84000,71000,68000,801000,18,52500,0.625,1.352,8000,0.9,0,0,0,0,0,0,1,0.544,0.515,retards,1
M,38,urbain,commerce_detail,1,2,47,1061000,889000,172000,155000,68000,288000,12,28300,0.165,5.477,4000,0.228,0,0,0,0,0,0,1,0.544,0.757,aucun,0
M,44,urbain,vente_vivres,1,5,77,33230000,28833000,4397000,4533000,78000,28798000,12,2831800,0.644,1.601,280000,0.239,0,0,1,3,0,0,1,0.662,0.467,aucun,0
F,33,rural,quincaillerie_materiaux,0,1,9,383000,341000,42000,34000,31000,278000,12,27300,0.65,1.245,7000,0.462,1,0.602,0,0,0,0,0,0,0.875,aucun,0
F,39,urbain,artisanat,0,2,62,665000,429000,236000,179000,54000,262000,9,34400,0.146,5.203,29000,0.478,1,0.422,1,1,2,0,1,0.412,0.618,aucun,0
F,36,rural,commerce_detail,1,5,48,554000,451000,103000,89000,62000,188000,12,18500,0.18,4.811,15000,0.723,1,0.74,1,2,0,0,0,0,0.787,aucun,0
M,25,rural,commerce_detail,1,3,71,1426000,1219000,207000,193000,74000,1250000,12,122900,0.594,1.57,9000,0.835,0,0,0,0,0,0,1,0.308,0.826,aucun,0
F,39,urbain,vente_vivres,1,6,64,4593000,4184000,409000,381000,127000,2614000,12,257000,0.628,1.482,41000,0.414,0,0,1,3,3,0,1,0.827,0.88,impaye,1
M,34,rural,vente_vivres,0,1,43,1469000,1341000,128000,109000,37000,463000,12,45500,0.355,2.396,7000,0.778,1,0.228,1,1,1,0,0,0,0.504,retards,1
M,36,rural,vente_vivres,1,1,47,1177000,996000,181000,138000,31000,990000,12,97400,0.538,1.417,15000,0.234,1,0.573,1,2,1,0,1,0.08,0.272,aucun,0
F,41,urbain,artisanat,0,3,36,1292000,615000,677000,694000,68000,642000,12,63100,0.093,10.998,74000,0.212,1,0.469,1,1,2,0,1,0.477,0.792,aucun,0
M,49,rural,quincaillerie_materiaux,0,3,72,1754000,1617000,137000,123000,66000,886000,24,43600,0.318,2.821,9000,0.499,1,0.792,0,0,0,0,1,0.377,0.401,aucun,0
F,30,urbain,vente_vivres,0,6,23,4650000,4234000,416000,409000,120000,1487000,9,195000,0.469,2.097,40000,0.525,0,0,0,0,0,0,0,0,0.873,aucun,0
M,35,urbain,agriculture,0,0,36,143000,82000,61000,53000,45000,150000,9,19700,0.323,2.69,6000,0.339,0,0,0,0,0,0,0,0,0.924,aucun,0
M,31,urbain,commerce_detail,0,2,52,994000,785000,209000,209000,72000,1020000,12,100300,0.48,2.084,5000,0.809,1,0.466,0,0,0,0,0,0,0.943,aucun,0
M,31,urbain,artisanat,0,4,56,67000,33000,34000,34000,29000,150000,12,14800,0.435,2.297,0,0.785,0,0,0,0,0,0,0,0,0.577,aucun,0
F,33,urbain,vente_vivres,1,2,56,1341000,1177000,164000,128000,52000,713000,18,46700,0.285,2.741,3000,0.213,0,0,1,1,2,0,1,0.404,0.867,aucun,0
F,36,rural,vente_vivres,1,2,45,954000,798000,156000,119000,56000,487000,12,47900,0.307,2.484,25000,0.505,0,0,1,2,0,0,1,0.467,0.898,aucun,0
F,43,urbain,artisanat,1,3,56,375000,189000,186000,148000,76000,370000,12,36400,0.196,4.066,33000,0.85,0,0,0,0,0,0,0,0,0.845,aucun,0
F,41,urbain,vente_vivres,0,1,47,62000,56000,6000,6000,20000,150000,12,14800,2.466,0.405,0,0.31,1,0.425,0,0,0,0,1,0.885,0.552,impaye,1
F,28,rural,vente_vivres,1,3,81,590000,489000,101000,84000,65000,250000,12,24600,0.244,3.414,6000,0.305,0,0,1,1,0,0,1,0.355,0.894,aucun,0
F,50,urbain,commerce_detail,1,5,22,722000,646000,76000,66000,51000,732000,6,144000,1.895,0.458,5000,0.54,1,0.648,1,1,0,0,1,0.792,0.682,aucun,0
M,46,rural,quincaillerie_materiaux,1,3,56,566000,491000,75000,69000,58000,580000,12,57000,0.76,1.211,8000,0.403,0,0,1,2,1,1,1,0.23,0.812,impaye,1
F,30,urbain,quincaillerie_materiaux,0,3,33,352000,305000,47000,44000,43000,190000,24,9300,0.198,4.731,3000,0.725,0,0,1,1,1,0,1,0.507,0.558,aucun,0
F,49,rural,commerce_detail,0,4,38,279000,249000,30000,26000,82000,281000,12,27600,0.92,0.942,5000,0.608,1,0.955,1,3,4,1,0,0,0.796,retards,1
M,41,rural,services,0,2,85,571000,131000,440000,389000,63000,465000,12,45700,0.104,8.512,14000,0.399,0,0,0,0,0,0,1,0.921,0.589,aucun,0
M,37,urbain,quincaillerie_materiaux,1,1,84,302000,251000,51000,43000,32000,300000,12,29500,0.578,1.458,4000,0.668,0,0,1,1,2,0,1,0.35,0.799,aucun,0
M,41,urbain,vente_vivres,1,0,72,1188000,1012000,176000,137000,43000,686000,18,45000,0.256,3.044,7000,0.891,1,0.863,1,0,2,0,1,0.49,0.722,aucun,0
M,38,urbain,commerce_detail,1,2,27,559000,475000,84000,67000,37000,329000,12,32400,0.386,2.068,6000,0.477,1,0.358,1,1,2,0,0,0,0.827,aucun,0
M,43,rural,vente_vivres,1,1,25,2490000,2144000,346000,352000,57000,1687000,12,165900,0.479,2.122,13000,0.356,0,0,0,0,0,0,0,0,0.562,aucun,0
M,40,rural,commerce_detail,1,6,17,694000,621000,73000,76000,60000,329000,24,16200,0.222,4.691,1000,0.775,0,0,1,3,0,0,0,0,0.711,aucun,0
F,35,urbain,commerce_detail,1,2,76,849000,763000,86000,86000,61000,600000,12,59000,0.686,1.458,14000,0.899,1,0.574,1,1,0,0,1,0.816,0.59,aucun,0
M,20,urbain,vente_vivres,0,2,20,2363000,1902000,461000,388000,63000,1613000,12,158600,0.344,2.446,48000,0.668,0,0,1,2,0,0,1,0.49,0.751,aucun,0
F,43,rural,commerce_detail,1,1,30,1314000,1051000,263000,211000,50000,539000,12,53000,0.202,3.981,32000,0.697,0,0,1,2,1,1,0,0,0.807,aucun,0
F,35,urbain,commerce_detail,0,2,27,278000,235000,43000,39000,49000,281000,12,27600,0.642,1.413,3000,0.72,1,0.978,1,3,2,0,1,0.245,0.546,aucun,0
F,45,rural,quincaillerie_materiaux,1,7,25,2007000,1856000,151000,118000,93000,680000,12,66900,0.443,1.764,4000,0.451,1,0.628,1,4,1,1,1,0.099,0.873,retards,1
F,42,rural,commerce_detail,1,3,13,184000,150000,34000,35000,26000,184000,6,36200,1.065,0.967,6000,0.314,0,0,0,0,0,0,1,0.581,0.816,retards,1
M,35,urbain,agriculture,0,3,28,612000,388000,224000,220000,54000,433000,12,42600,0.19,5.164,14000,0.64,1,0.481,1,4,1,0,1,0.444,0.47,aucun,0
F,47,urbain,artisanat,1,5,39,1134000,571000,563000,587000,105000,748000,12,73600,0.131,7.975,75000,0.447,0,0,1,2,0,0,0,0,0.84,aucun,0
F,40,urbain,quincaillerie_materiaux,1,2,18,2063000,1911000,152000,153000,59000,2021000,12,198700,1.307,0.77,25000,0.591,0,0,1,1,3,0,0,0,0.87,retards,1
F,39,urbain,agriculture,0,1,23,2974000,1741000,1233000,1076000,50000,1889000,18,123800,0.1,8.691,124000,0.649,0,0,1,2,2,0,0,0,0.45,aucun,0
M,37,rural,artisanat,0,4,70,1765000,1023000,742000,626000,73000,896000,12,88100,0.119,7.105,55000,0.477,1,0.872,1,1,1,0,1,0.648,0.823,aucun,0
F,53,rural,commerce_detail,1,6,21,3671000,2873000,798000,798000,107000,1411000,12,138700,0.174,5.753,37000,0.416,1,0.53,0,0,0,0,0,0,0.767,aucun,0
M,32,rural,services,1,1,34,977000,342000,635000,588000,30000,815000,12,80100,0.126,7.341,6000,0.368,1,0.718,1,0,0,0,1,0.333,0.765,aucun,0
M,35,urbain,commerce_detail,1,0,35,723000,598000,125000,127000,20000,693000,9,90900,0.727,1.397,2000,0.765,1,0.839,0,0,0,0,1,0.036,0.835,aucun,0
F,27,urbain,services,1,3,24,327000,112000,215000,182000,80000,224000,12,22000,0.102,8.272,26000,0.143,0,0,0,0,0,0,1,0.594,0.889,aucun,0
M,45,rural,vente_vivres,0,3,59,541000,438000,103000,94000,66000,265000,12,26100,0.253,3.601,17000,0.802,0,0,1,2,1,0,0,0,0.615,aucun,0
F,33,urbain,commerce_detail,0,4,68,2753000,2177000,576000,512000,79000,2890000,12,284200,0.493,1.802,79000,0.489,1,0.82,1,1,1,0,1,0.407,0.824,aucun,0
F,34,urbain,commerce_detail,1,2,16,1034000,818000,216000,174000,69000,827000,12,81300,0.376,2.14,12000,0.321,1,0.367,1,2,1,0,1,0.191,0.766,aucun,0
M,33,urbain,agriculture,0,1,27,3438000,2551000,887000,809000,41000,2452000,9,321500,0.362,2.516,18000,0.41,1,0.71,1,0,2,0,1,0.611,0.937,aucun,0
M,39,rural,commerce_detail,1,8,23,2143000,1858000,285000,221000,152000,1979000,12,194600,0.683,1.136,10000,0.026,1,0.953,1,2,0,0,1,0.593,0.613,retards,1
F,27,rural,commerce_detail,1,5,30,432000,344000,88000,76000,55000,231000,18,15100,0.172,5.033,14000,0.541,1,0.775,0,0,0,0,0,0,0.77,aucun,0
M,20,urbain,commerce_detail,1,2,35,850000,695000,155000,141000,55000,744000,12,73200,0.472,1.926,7000,0.5,1,0.826,1,5,0,0,1,0.369,0.964,impaye,1
F,42,rural,vente_vivres,1,7,13,1122000,956000,166000,132000,119000,615000,9,80600,0.486,1.638,16000,0.391,1,0.632,1,1,0,0,0,0,0.844,aucun,0
M,20,urbain,artisanat,0,3,35,9395000,4441000,4954000,4836000,77000,4409000,12,433600,0.088,11.153,887000,0.308,1,0.91,1,2,2,0,1,0.276,0.93,aucun,0
M,46,urbain,services,0,2,11,1179000,483000,696000,562000,56000,528000,18,34600,0.05,16.242,125000,0.839,1,0.437,1,2,2,0,0,0,0.791,aucun,0
M,52,urbain,vente_vivres,1,2,84,1172000,989000,183000,177000,65000,1173000,12,115300,0.63,1.535,7000,0.223,1,0.463,1,1,2,0,1,0.871,0.846,aucun,0
M,37,rural,commerce_detail,1,7,65,184000,158000,26000,20000,21000,172000,12,16900,0.65,1.183,4000,0.241,1,0.68,1,1,0,0,0,0,0.946,aucun,0
F,50,urbain,commerce_detail,1,4,11,1133000,971000,162000,155000,67000,484000,12,47600,0.294,3.256,9000,0.784,1,0.794,1,1,0,0,0,0,0.881,aucun,0
M,38,urbain,vente_vivres,1,4,39,1487000,1353000,134000,117000,83000,460000,12,45200,0.337,2.588,20000,0.713,1,0.386,1,1,0,0,1,0.704,0.568,aucun,0
M,52,urbain,services,0,4,14,768000,296000,472000,466000,71000,293000,12,28800,0.061,16.18,20000,0.197,0,0,1,1,0,0,1,0.312,0.531,aucun,0
M,34,rural,services,0,1,55,125000,26000,99000,91000,47000,150000,12,14800,0.149,6.148,1000,0.553,1,0.718,1,2,1,0,0,0,0.863,aucun,0
F,20,rural,vente_vivres,1,3,28,472000,386000,86000,74000,78000,363000,12,35700,0.415,2.073,12000,0.564,1,0.924,1,3,2,0,1,0.438,0.801,aucun,0
F,37,urbain,quincaillerie_materiaux,1,2,62,867000,753000,114000,108000,65000,707000,12,69500,0.61,1.554,9000,0.343,1,0.31,0,0,0,0,1,0.57,0.819,aucun,0
F,53,rural,vente_vivres,1,5,57,286000,232000,54000,47000,35000,150000,9,19700,0.365,2.386,10000,0.697,1,0.529,0,0,0,0,1,0.83,0.937,aucun,0
F,43,urbain,quincaillerie_materiaux,0,4,30,1303000,1125000,178000,153000,70000,829000,12,81500,0.458,1.877,11000,0.437,0,0,1,4,0,1,1,0.852,0.647,impaye,1
F,33,urbain,vente_vivres,1,2,34,1110000,1018000,92000,81000,60000,769000,12,75600,0.822,1.071,6000,0.189,0,0,0,0,0,0,1,0.423,0.855,impaye,1
F,41,urbain,services,0,4,23,6346000,1595000,4751000,4576000,90000,2985000,12,293500,0.062,15.591,484000,0.755,1,0.452,0,0,0,0,1,0.601,0.117,aucun,0
M,47,rural,vente_vivres,1,4,15,606000,536000,70000,65000,49000,527000,12,51800,0.74,1.255,10000,0.619,1,0.657,0,0,0,0,0,0,0.759,aucun,0
F,37,urbain,agriculture,0,3,35,704000,429000,275000,282000,73000,532000,12,52300,0.19,5.392,1000,0.492,0,0,1,3,2,0,0,0,0.965,aucun,0
